"","Group_Name","BMSYCap","MSYCap","Type","MSYProp","BMSYProp"
"1","Amberjack",3229.18216617024,901.458033417826,"MSY Curve",0.00138843148948045,0.000464861724594039
"2","Atlantic sharpnose shark",5293.04769267307,1627.07564795965,"MSY Curve",0.00250603242929546,0.000761968558030488
"3","Benthic coastal invertebrate feeders",50213.1660166145,1291.13935555568,"MSY Curve",0.00198862118047163,0.00722851104417367
"4","Benthic piscivores",1962.51798682242,180.181777619999,"MSY Curve",0.000277517138462525,0.000282517197530254
"5","Billfish",2467.9908378986,792.412794707104,"MSY Curve",0.00122047930802409,0.000355283294082006
"6","Blacktip shark",9371.6125018838,541.263383161598,"MSY Curve",0.000833657361103087,0.00134910442510573
"7","Bluefin tuna",449.31239953371,10.3306503605813,"MSY Curve",1.591133445565e-05,6.46814351685959e-05
"8","Brown shrimp",1488.813914753,30245.4060634549,"MSY Curve",0.0465841699046233,0.000214324422840627
"9","Butterfish",4050.13991796786,252.774392100584,"MSY Curve",0.000389324752474704,0.000583043919552739
"10","Coastal omnivores",258199.399454209,47828.0007510816,"MSY Curve",0.073664995884414,0.0371694788162971
"11","Cobia",3023.29813231888,739.15984102261,"MSY Curve",0.00113845876456844,0.000435223382091972
"12","Crab",50873.4265057073,31079.5092288017,"MSY Curve",0.0478688609909648,0.00732355982552037
"13","Deep-water grouper",2494.63069247476,587.898672638901,"MSY Curve",0.000905485335374754,0.00035911827399455
"14","Demersal coastal invertebrate feeders",389322.786816622,33933.9570679626,"MSY Curve",0.0522653000020457,0.0560455411897599
"15","Dusky shark",1314.67713168828,172.015220884842,"MSY Curve",0.000264938954995978,0.000189256303073717
"16","Gag Grouper",2191.24640308486,441.643596702541,"MSY Curve",0.000680222322124446,0.000315444137100691
"17","Goliath grouper",109.847021629516,30.8101059631138,"MSY Curve",4.74539243399132e-05,1.58131914796174e-05
"18","Gray triggerfish",2791.66523633664,1080.11052856408,"MSY Curve",0.00166359321719267,0.000401878323820849
"19","King Mackerel",10842.6744768327,1154.80807719487,"MSY Curve",0.00177864286438785,0.00156087334103235
"20","Large coastal sharks",11385.6177898303,416.583241653396,"MSY Curve",0.000641624201304699,0.00163903355369579
"21","Large oceanic sharks",3048.10777886878,143.016463818878,"MSY Curve",0.000220274881934781,0.00043879489168427
"22","Menhaden",1345662.61778461,340001.42047632,"MSY Curve",0.523672385355071,0.193716864839177
"23","Mullet",5482.25176588048,1993.02763759855,"MSY Curve",0.00306967404900153,0.000789205711973934
"24","Mutton snapper",1429.31328295142,554.684498926484,"MSY Curve",0.000854328650349109,0.000205758920837213
"25","Oceanic piscivores",10193.9460162061,52.9087739383066,"MSY Curve",8.14904355860329e-05,0.00146748467000615
"26","Other snapper",656.045212986401,224.405413167848,"MSY Curve",0.00034563066776476,9.44419650013775e-05
"27","Other tunas",71084.0016073079,14126.084903117,"MSY Curve",0.0217570872691655,0.010233003242864
"28","Pelagic coastal piscivores",5743.64025360436,1260.51913876097,"MSY Curve",0.00194145972465621,0.000826834280738286
"29","Pink shrimp",11731.0535581935,68178.5102948806,"MSY Curve",0.105008982215596,0.0016887612738288
"30","Red Grouper",2336.5054276674,1169.28856872213,"MSY Curve",0.00180094581103017,0.000336355116167682
"31","Red Snapper",26841.2983440414,5770.27171713249,"MSY Curve",0.00888740979383094,0.00386397904995008
"32","Red drum",9533.09163537309,996.801618197359,"MSY Curve",0.00153528029499383,0.00137235039409013
"33","Reef piscivores",10878.4767937793,360.103261846787,"MSY Curve",0.000554633371358466,0.00156602731685156
