"","Group_Name","BMSYCap","MSYCap","Type","MSYProp","BMSYProp"
"1","Amberjack",3229.18216617024,901.458033417826,"MSY Curve",0.00133598376969819,4.88517999602382e-05
"2","Atlantic sharpnose shark",5293.04769267307,1627.07564795965,"MSY Curve",0.00241136755917923,8.00744255840886e-05
"3","Baleen whales",8210.80319771172,544.019887917266,"MSY Curve",0.000806251332516131,0.00012421489240516
"4","Benthic coastal invertebrate feeders",50213.1660166145,1291.13935555568,"MSY Curve",0.0019135014160348,0.000759636160298478
"5","Benthic piscivores",1962.51798682242,180.181777619999,"MSY Curve",0.000267033984469594,2.96894170651021e-05
"6","Blacktip shark",9371.6125018838,541.263383161598,"MSY Curve",0.000802166122247711,0.000141775878748229
"7","Brown shrimp",1488.813914753,30245.4060634549,"MSY Curve",0.0448244622719757,2.25231144602135e-05
"8","Butterfish",4050.13991796786,252.774392100584,"MSY Curve",0.000374618088388792,6.12714349646605e-05
"9","Coastal dolphins",12604.5732567388,134.100816452902,"MSY Curve",0.000198740826131518,0.000190684842054807
"10","Coastal omnivores",258199.399454209,47828.0007510816,"MSY Curve",0.0708823155064626,0.00390609905632858
"11","Cobia",3023.29813231888,739.15984102261,"MSY Curve",0.00109545371410672,4.5737139616179e-05
"12","Crab",50873.4265057073,31079.5092288017,"MSY Curve",0.0460606244113625,0.000769624730677913
"13","Deep-water grouper",2494.63069247476,587.898672638901,"MSY Curve",0.000871280809262736,3.77393387217853e-05
"14","Demersal coastal invertebrate feeders",389322.786816622,33933.9570679626,"MSY Curve",0.0502909888245681,0.00588976338986922
"15","Dusky shark",1314.67713168828,172.015220884842,"MSY Curve",0.000254930939349319,1.98887337240886e-05
"16","Gag Grouper",2191.24640308486,441.643596702541,"MSY Curve",0.000654527060953316,3.31496724057683e-05
"17","Goliath grouper",109.847021629516,30.8101059631138,"MSY Curve",4.56613619087055e-05,1.66179064875654e-06
"18","Gray triggerfish",2791.66523633664,1080.11052856408,"MSY Curve",0.00160075131858401,4.22329446477807e-05
"19","King Mackerel",10842.6744768327,1154.80807719487,"MSY Curve",0.00171145498853592,0.0001640304378382
"20","Large coastal sharks",11385.6177898303,416.583241653396,"MSY Curve",0.000617386976371016,0.000172244207378419
"21","Menhaden",1345662.61778461,340001.42047632,"MSY Curve",0.50389076650466,0.0203574891830734
"22","Mullet",5482.25176588048,1993.02763759855,"MSY Curve",0.00295371773026004,8.29367477016892e-05
"23","Mutton snapper",1429.31328295142,554.684498926484,"MSY Curve",0.000822056557707192,2.16229754117788e-05
"24","Other snapper",656.045212986401,224.405413167848,"MSY Curve",0.000332574538925544,9.92480072677135e-06
"25","Pink shrimp",11731.0535581935,68178.5102948806,"MSY Curve",0.101042289068983,0.000177470038002649
"26","Red Grouper",2336.5054276674,1169.28856872213,"MSY Curve",0.00173291544586229,3.53471838641391e-05
"27","Red Snapper",26841.2983440414,5770.27171713249,"MSY Curve",0.00855168967945108,0.000406061247059128
"28","Red drum",9533.09163537309,996.801618197359,"MSY Curve",0.00147728539116952,0.000144218771691716
"29","Reef piscivores",10878.4767937793,360.103261846787,"MSY Curve",0.000533682207499611,0.000164572063406405
"30","Sandbar shark",839.496740206211,129.691467143536,"MSY Curve",0.000192206058129165,1.27000970244005e-05
"31","Seagrass",564401.234003148,26274.9080545535,"MSY Curve",0.0389400830764192,0.00853838983433174
"32","Skates-rays",15928.2772755484,1016.76773151454,"MSY Curve",0.0015068756797319,0.000240966590032652
"33","Small coastal sharks",343.100531733764,51.0986232213228,"MSY Curve",7.57294613247606e-05,5.19050263503331e-06
"34","Spanish Mackerel",87.628529376717,26.6753364138513,"MSY Curve",3.9533528105602e-05,1.3256642603716e-06
"35","Surface pelagics",1323.58196147131,9.74977180401897,"MSY Curve",1.44494101839048e-05,2.00234480080327e-05
"36","Tilefish",112.55178668787,40.9814526498222,"MSY Curve",6.07355568081563e-05,1.70270894780897e-06
"37","Vermilion snapper",9460.01843339101,5708.72025295304,"MSY Curve",0.0084604688415457,0.00014311330372429
"38","White shrimp",23063.3004955143,44599.1199393815,"MSY Curve",0.0660970318894694,0.000348906839023565
"39","Yellowedge Grouper",1471.3454002542,243.621953138295,"MSY Curve",0.000361053940693074,2.22588468122506e-05
"40","Algae",12899251.9,3905.8277777778,"Average",0.00578853626559104,0.195142807382363
"41","Anchovy-silverside-killifish",8886.0632,172.640794376617,"Average",0.000255858055200288,0.000134430378821047
"42","Cephalopod",1575040.25,1422.66353027778,"Average",0.00210842359348267,0.0238275660098722
"43","Detritus",22330034.7,4289.36666666667,"Average",0.00635695066937739,0.337813827816138
"44","Infauna",7599867,8974.67222222223,"Average",0.0133006928584247,0.114972511089002
"45","Inshore coastal piscivores",1702.25836,192.185300833333,"Average",0.000284823511655245,2.57521504220332e-05
"46","Mobile epifauna",1428507.28,-7797.78314166667,"Average",-0.0115565132604062,0.0216107820163853
"47","Phytoplankton",10386515.9,1414.63333333338,"Average",0.00209652263704599,0.157129567463331
"48","Reef invertebrate feeders",407.99348,73.5711125277778,"Average",0.000109034262951865,6.17221786954173e-06
"49","Reef omnivores",877.87784,8.78415509166667,"Average",1.30183416176169e-05,1.32807350042032e-05
"50","Sardine-herring-scad",39548.777,481.465078222222,"Average",0.000713543510996944,0.000598302865325007
"51","Sea trout",25253.0464,10449.6694444444,"Average",0.0154866763165425,0.000382033811546318
